Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Syndra,70,60,10,10,10,20,10,2
Graves,50,20,70,10,10,20,30,5
Ahri,70,60,10,10,40,20,60,4
Lucian,60,20,80,10,10,10,50,6
Zac,60,20,80,10,10,10,50,6
Sejuani,10,10,10,40,60,40,80,1
Sett,40,10,20,80,20,70,30,2
Orianna,30,10,50,60,10,70,30,2
Karthus,60,60,10,20,10,30,20,3
Blitzcrank,60,80,10,30,10,20,10,1
Olaf,30,10,10,50,10,30,20,2
Ashe,10,50,60,10,10,60,10,2
Yuumi,10,50,60,10,10,60,10,2
Neeko,60,60,60,10,10,50,30,4
Kennen,60,60,60,10,10,50,30,4
Sylas,40,30,40,10,10,30,40,3
Jax,30,10,70,40,10,50,20,2
Janna,30,10,70,40,10,50,20,2
Poppy,10,50,10,20,50,90,50,3
Sion,20,10,30,90,10,70,30,1
Anivia,50,40,50,60,10,50,20,1
Gangplank,40,60,10,20,10,50,10,2
Skarner,40,40,50,10,30,20,10,5
Warwick,10,10,40,50,70,50,50,1
Maokai,10,10,40,50,70,50,50,1
Nunu,20,10,10,70,40,80,10,2
Tristana,60,10,70,10,10,30,30,2
Zilean,60,10,70,10,10,30,30,2
LeBlanc,50,70,10,10,10,60,30,3
Ryze,60,60,10,10,10,20,70,4
Akali,70,50,70,30,20,60,30,8
Varus,80,20,50,10,20,10,70,8
Volibear,40,50,70,10,10,30,10,5
Katarina,40,10,40,40,50,50,40,2
Azir,70,40,20,10,20,10,70,5
Leona,10,10,20,80,20,90,20,1
Kled,10,10,20,80,20,90,20,1
Twisted Fate,10,10,60,60,10,40,30,1
Heimerdinger,60,40,60,10,10,20,10,6
Galio,60,40,60,10,10,20,10,6
Qiyana,20,60,20,60,10,60,30,2
Soraka,60,20,40,10,10,70,60,6
Soraka,10,40,10,10,90,30,20,2
Talon,50,10,60,10,30,20,50,6
Sona,80,20,30,10,10,10,80,4
Dr. Mundo,30,70,10,10,60,40,30,2
Riven,30,40,40,80,60,20,10,1
Annie,70,40,10,20,10,30,10,1
Master Yi,70,40,10,20,10,30,10,1
Evelynn,90,10,10,10,30,20,40,3
Gnar,20,20,50,50,10,20,30,2
Kassadin,20,20,50,50,10,20,30,2
Kassadin,70,30,10,30,10,20,60,3
Kalista,50,50,10,20,30,80,20,5
Aurelion Sol,40,30,60,20,10,60,30,9
Darius,30,10,60,40,50,20,10,2
Gragas,30,10,60,40,50,20,10,2
Rammus,10,10,20,90,10,50,50,1
Zed,10,10,20,90,10,50,50,1
Renekton,50,30,50,10,10,10,50,6
Nami,50,10,40,50,40,30,30,2
Rengar,20,50,20,10,60,50,20,5
Jayce,60,60,60,10,10,20,20,6
Taric,10,10,20,50,40,80,10,3
Xin Zhao,10,10,20,50,40,80,10,3
Swain,20,10,70,30,50,20,20,2
Viktor,40,50,50,30,60,30,20,3
Illaoi,50,60,40,60,50,20,10,1
Jarvan IV,50,60,40,60,50,20,10,1
Teemo,50,50,30,20,10,20,20,1
Nasus,50,50,30,20,10,20,20,1
Ziggs,30,60,60,10,10,20,20,4
Malzahar,30,60,60,10,10,20,20,4
Fizz,20,50,10,30,10,30,10,2
Wukong,70,10,20,10,10,20,80,4
Vi,60,10,50,20,10,30,30,2
Hecarim,20,10,50,30,10,60,50,2
Trundle,20,10,50,50,20,40,60,5
Brand,50,70,10,10,10,20,10,1
Vladimir,50,70,10,10,10,20,10,1
Fiddlesticks,40,20,10,20,80,20,20,1
Amumu,40,10,10,80,20,70,20,1
Shaco,40,10,10,80,20,70,20,1
Zyra,60,20,50,10,10,30,30,4
Malphite,60,60,10,10,10,50,10,2
Shyvana,70,30,70,50,20,10,20,3
Cho'Gath,70,30,70,50,20,10,20,3
Diana,70,20,50,20,10,10,50,3
Sivir,70,20,50,20,10,10,50,3
Taliyah,20,40,70,10,10,20,30,5
Kayle,80,50,10,10,10,40,30,7
Lux,10,40,30,10,40,50,10,5
Lissandra,30,60,10,10,20,40,10,4
Rumble,40,50,50,20,10,30,10,1
Corki,40,50,50,20,10,30,10,1
Nocturne,40,50,60,10,10,20,40,5
Quinn,40,20,50,20,10,30,30,1
Yorick,60,20,50,10,10,30,60,4
Urgot,20,40,50,50,20,30,10,2
Garen,20,50,50,50,10,30,20,2
