Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Talon,80,20,30,10,10,10,80,4
Xin Zhao,20,10,70,30,50,20,20,2
Lucian,60,20,80,10,10,10,50,6
Illaoi,50,60,40,60,50,20,10,1
Vladimir,40,20,10,20,80,20,20,1
Taric,10,10,20,50,40,80,10,3
Karthus,60,80,10,30,10,20,10,1
Quinn,60,20,50,10,10,30,60,4
Brand,50,70,10,10,10,20,10,1
Renekton,50,10,40,50,40,30,30,2
Fiddlesticks,30,50,10,10,50,60,20,1
Gangplank,40,40,50,10,30,20,10,5
Fizz,70,10,20,10,10,20,80,4
Warwick,10,10,40,50,70,50,50,1
Nidalee,70,70,10,10,50,10,60,8
Taliyah,80,50,10,10,10,40,30,7
Sona,30,70,10,10,60,40,30,2
Nami,20,50,20,10,60,50,20,5
Sivir,20,40,70,10,10,20,30,5
Vi,20,10,50,30,10,60,50,2
Shaco,60,20,50,10,10,30,30,4
Ziggs,30,60,60,10,10,20,20,4
Corki,40,50,60,10,10,20,40,5
Lissandra,30,60,10,20,20,60,30,3
Swain,40,50,50,30,60,30,20,3
Aurelion Sol,40,30,60,20,10,60,30,9
Zyra,60,60,10,10,10,50,10,2
Jayce,60,60,60,10,10,20,20,6
Trundle,10,10,60,60,40,40,40,2
Gragas,60,40,10,50,30,30,20,4
Kayle,10,40,30,10,40,50,10,5
Lux,30,60,10,10,20,40,10,4
Garen,40,10,60,70,40,20,20,1
Shyvana,70,30,70,50,20,10,20,3
Malzahar,20,50,10,30,10,30,10,2
Yorick,20,40,50,50,20,30,10,2
Heimerdinger,60,40,60,10,10,20,10,6
Vel'Koz,70,70,10,10,10,30,10,7
Rumble,40,50,50,20,10,30,10,1
Rammus,10,10,20,90,10,50,50,1
Kalista,20,20,40,10,10,40,70,7
Urgot,20,50,50,50,10,30,20,2
Diana,70,20,50,20,10,10,50,3
