Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Karthus,60,80,10,30,10,20,10,1
Sylas,60,40,20,20,40,20,30,5
Nami,20,50,20,10,60,50,20,5
Zoe,80,30,10,10,10,20,20,6
Malzahar,20,50,10,30,10,30,10,2
Orianna,60,60,10,20,10,30,20,3
Janna,10,50,10,20,50,90,50,3
Fizz,70,10,20,10,10,20,80,4
Malphite,60,60,10,70,10,50,20,1
Ekko,70,20,20,20,40,30,40,2
Hecarim,20,10,50,50,20,40,60,5
Dr. Mundo,30,40,40,80,60,20,10,1
Evelynn,90,10,10,10,30,20,40,3
Kha'Zix,80,20,20,10,20,10,40,2
Nidalee,70,70,10,10,50,10,60,8
Lucian,60,20,80,10,10,10,50,6
Xerath,30,90,10,10,10,30,10,5
Kindred,50,10,60,10,30,20,50,6
Darius,30,10,60,40,50,20,10,2
Olaf,20,50,60,50,40,30,20,3
Trundle,10,10,60,60,40,40,40,2
Kled,10,10,60,60,10,40,30,1
Qiyana,60,20,40,10,10,70,60,6
Corki,40,50,60,10,10,20,40,5
Tahm Kench,20,20,20,80,20,40,30,2
Anivia,40,60,10,20,10,50,10,2
Shaco,60,20,50,10,10,30,30,4
Warwick,10,10,40,50,70,50,50,1
Maokai,20,10,10,70,40,80,10,2
Wukong,60,10,50,20,10,30,30,2
Gragas,60,40,10,50,30,30,20,4
Twitch,50,10,70,10,10,20,20,5
Miss Fortune,50,80,40,10,10,20,20,3
Katarina,70,40,20,10,20,10,70,5
Cho'Gath,50,20,20,60,40,40,10,2
Jhin,60,40,50,10,10,30,10,6
Yorick,20,40,50,50,20,30,10,2
Gnar,20,20,50,50,10,20,30,2
Twisted Fate,10,50,20,10,10,50,10,6
Talon,80,20,30,10,10,10,80,4
Gangplank,40,40,50,10,30,20,10,5
Aurelion Sol,40,30,60,20,10,60,30,9
Teemo,50,50,30,20,10,20,20,1
Morgana,50,50,10,20,30,80,20,5
Xin Zhao,20,10,70,30,50,20,20,2
Soraka,10,40,10,10,90,30,20,2
Neeko,60,60,60,10,10,50,30,4
Amumu,40,10,10,80,20,70,20,1
Fiddlesticks,30,50,10,10,50,60,20,1
Swain,40,50,50,30,60,30,20,3
Kayle,10,40,30,10,40,50,10,5
Rammus,10,10,20,90,10,50,50,1
Zyra,60,60,10,10,10,50,10,2
Illaoi,50,60,40,60,50,20,10,1
Sivir,20,40,70,10,10,20,30,5
Elise,70,10,20,10,40,30,20,4
Diana,70,20,50,20,10,10,50,3
Heimerdinger,60,40,60,10,10,20,10,6
Quinn,60,20,50,10,10,30,60,4
Rengar,80,10,50,10,30,40,40,6
Taric,10,10,20,50,40,80,10,3
LeBlanc,60,60,10,10,10,20,70,4
Vladimir,40,20,10,20,80,20,20,1
Jayce,60,60,60,10,10,20,20,6
Annie,70,40,10,20,10,30,10,1
Jax,30,10,70,40,10,50,20,2
Renekton,50,10,40,50,40,30,30,2
Vel'Koz,70,70,10,10,10,30,10,7
Sona,30,70,10,10,60,40,30,2
Brand,50,70,10,10,10,20,10,1
Kalista,20,20,40,10,10,40,70,7
Viktor,50,50,20,20,10,20,20,5
Ziggs,30,60,60,10,10,20,20,4
Rumble,40,50,50,20,10,30,10,1
Taliyah,80,50,10,10,10,40,30,7
Vi,20,10,50,30,10,60,50,2
Lux,30,60,10,10,20,40,10,4
Shyvana,70,30,70,50,20,10,20,3
Garen,40,10,60,70,40,20,20,1
Lissandra,30,60,10,20,20,60,30,3
