Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Gragas,60,40,10,50,30,30,20,4
Neeko,60,60,60,10,10,50,30,4
Amumu,40,10,10,80,20,70,20,1
Morgana,50,50,10,20,30,80,20,5
Katarina,70,40,20,10,20,10,70,5
Renekton,50,10,40,50,40,30,30,2
Heimerdinger,60,40,60,10,10,20,10,6
Sivir,20,40,70,10,10,20,30,5
LeBlanc,60,60,10,10,10,20,70,4
Xin Zhao,20,10,70,30,50,20,20,2
Twisted Fate,10,50,20,10,10,50,10,6
Fizz,70,10,20,10,10,20,80,4
Corki,40,50,60,10,10,20,40,5
Vladimir,40,20,10,20,80,20,20,1
Shyvana,70,30,70,50,20,10,20,3
Illaoi,50,60,40,60,50,20,10,1
Swain,40,50,50,30,60,30,20,3
Vel'Koz,70,70,10,10,10,30,10,7
Jayce,60,60,60,10,10,20,20,6
Elise,70,10,20,10,40,30,20,4
Kindred,50,10,60,10,30,20,50,6
Rammus,10,10,20,90,10,50,50,1
Kled,10,10,60,60,10,40,30,1
Lissandra,30,60,10,20,20,60,30,3
Kalista,20,20,40,10,10,40,70,7
Zyra,60,60,10,10,10,50,10,2
Taric,10,10,20,50,40,80,10,3
Annie,70,40,10,20,10,30,10,1
Viktor,50,50,20,20,10,20,20,5
Sona,30,70,10,10,60,40,30,2
Lulu,10,40,10,20,30,70,20,3
Rengar,80,10,50,10,30,40,40,6
Taliyah,80,50,10,10,10,40,30,7
Rumble,40,50,50,20,10,30,10,1
Vi,20,10,50,30,10,60,50,2
Diana,70,20,50,20,10,10,50,3
Lux,30,60,10,10,20,40,10,4
Ziggs,30,60,60,10,10,20,20,4
Soraka,10,40,10,10,90,30,20,2
Garen,40,10,60,70,40,20,20,1
Brand,50,70,10,10,10,20,10,1
