Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Katarina,70,40,20,10,20,10,70,5
Gangplank,40,40,50,10,30,20,10,5
Brand,50,70,10,10,10,20,10,1
Morgana,50,50,10,20,30,80,20,5
Cho'Gath,50,20,20,60,40,40,10,2
Swain,40,50,50,30,60,30,20,3
Kled,10,10,60,60,10,40,30,1
Xin Zhao,20,10,70,30,50,20,20,2
Soraka,10,40,10,10,90,30,20,2
Vel'Koz,70,70,10,10,10,30,10,7
Vladimir,40,20,10,20,80,20,20,1
Qiyana,60,20,40,10,10,70,60,6
LeBlanc,60,60,10,10,10,20,70,4
Renekton,50,10,40,50,40,30,30,2
Rengar,80,10,50,10,30,40,40,6
Rammus,10,10,20,90,10,50,50,1
Sivir,20,40,70,10,10,20,30,5
Kayle,10,40,30,10,40,50,10,5
Annie,70,40,10,20,10,30,10,1
Rumble,40,50,50,20,10,30,10,1
Yorick,20,40,50,50,20,30,10,2
Viktor,50,50,20,20,10,20,20,5
Heimerdinger,60,40,60,10,10,20,10,6
Quinn,60,20,50,10,10,30,60,4
Sona,30,70,10,10,60,40,30,2
Jayce,60,60,60,10,10,20,20,6
Amumu,40,10,10,80,20,70,20,1
Elise,70,10,20,10,40,30,20,4
Taric,10,10,20,50,40,80,10,3
Kalista,20,20,40,10,10,40,70,7
Jax,30,10,70,40,10,50,20,2
Lux,30,60,10,10,20,40,10,4
Ziggs,30,60,60,10,10,20,20,4
Taliyah,80,50,10,10,10,40,30,7
Garen,40,10,60,70,40,20,20,1
Vi,20,10,50,30,10,60,50,2
Shyvana,70,30,70,50,20,10,20,3
Lissandra,30,60,10,20,20,60,30,3
