Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Kassadin,70,30,10,30,10,20,60,3
Urgot,20,50,50,50,10,30,20,2
Lulu,10,40,10,20,30,70,20,3
Pantheon,50,40,50,60,10,30,30,4
Kog'Maw,40,20,90,10,10,20,10,6
Cassiopeia,50,40,80,20,30,50,10,8
Kai'Sa,70,20,70,10,10,10,40,5
Sion,50,40,50,60,10,50,20,1
Xerath,30,90,10,10,10,30,10,5
Nami,20,50,20,10,60,50,20,5
Dr. Mundo,30,40,40,80,60,20,10,1
Volibear,40,10,40,40,50,50,40,2
Blitzcrank,30,10,10,50,10,30,20,2
Zed,50,30,50,10,10,10,50,6
Kindred,50,10,60,10,30,20,50,6
Syndra,70,60,10,10,10,20,10,2
Galio,20,60,20,60,10,60,30,2
Veigar,70,30,10,10,10,30,10,2
Azir,50,20,50,20,10,20,40,7
Sejuani,40,10,20,80,20,70,30,2
Varus,40,50,70,10,10,30,10,5
Twisted Fate,10,50,20,10,10,50,10,6
Ekko,70,20,20,20,40,30,40,2
Maokai,20,10,10,70,40,80,10,2
Zoe,80,30,10,10,10,20,20,6
Fizz,70,10,20,10,10,20,80,4
Nidalee,70,70,10,10,50,10,60,8
Tristana,60,10,70,10,10,30,30,2
Lucian,60,20,80,10,10,10,50,6
Corki,40,50,60,10,10,20,40,5
Hecarim,20,10,50,50,20,40,60,5
Teemo,50,50,30,20,10,20,20,1
Janna,10,50,10,20,50,90,50,3
Trundle,10,10,60,60,40,40,40,2
Orianna,60,60,10,20,10,30,20,3
Jhin,60,40,50,10,10,30,10,6
Malphite,60,60,10,70,10,50,20,1
Karthus,60,80,10,30,10,20,10,1
Aurelion Sol,40,30,60,20,10,60,30,9
Olaf,20,50,60,50,40,30,20,3
Wukong,60,10,50,20,10,30,30,2
Nasus,20,20,40,70,50,30,20,1
Diana,70,20,50,20,10,10,50,3
Gragas,60,40,10,50,30,30,20,4
Talon,80,20,30,10,10,10,80,4
Darius,30,10,60,40,50,20,10,2
Anivia,40,60,10,20,10,50,10,2
Illaoi,50,60,40,60,50,20,10,1
Zyra,60,60,10,10,10,50,10,2
Kha'Zix,80,20,20,10,20,10,40,2
Warwick,10,10,40,50,70,50,50,1
Shaco,60,20,50,10,10,30,30,4
Brand,50,70,10,10,10,20,10,1
Miss Fortune,50,80,40,10,10,20,20,3
Twitch,50,10,70,10,10,20,20,5
Fiddlesticks,30,50,10,10,50,60,20,1
Neeko,60,60,60,10,10,50,30,4
Tahm Kench,20,20,20,80,20,40,30,2
Morgana,50,50,10,20,30,80,20,5
Swain,40,50,50,30,60,30,20,3
Gnar,20,20,50,50,10,20,30,2
Evelynn,90,10,10,10,30,20,40,3
Gangplank,40,40,50,10,30,20,10,5
Xin Zhao,20,10,70,30,50,20,20,2
Cho'Gath,50,20,20,60,40,40,10,2
Kled,10,10,60,60,10,40,30,1
Katarina,70,40,20,10,20,10,70,5
Soraka,10,40,10,10,90,30,20,2
Vel'Koz,70,70,10,10,10,30,10,7
Malzahar,20,50,10,30,10,30,10,2
Vladimir,40,20,10,20,80,20,20,1
LeBlanc,60,60,10,10,10,20,70,4
Renekton,50,10,40,50,40,30,30,2
Annie,70,40,10,20,10,30,10,1
Sivir,20,40,70,10,10,20,30,5
Qiyana,60,20,40,10,10,70,60,6
Rammus,10,10,20,90,10,50,50,1
Rumble,40,50,50,20,10,30,10,1
Kayle,10,40,30,10,40,50,10,5
Rengar,80,10,50,10,30,40,40,6
Yorick,20,40,50,50,20,30,10,2
Sona,30,70,10,10,60,40,30,2
Heimerdinger,60,40,60,10,10,20,10,6
Jayce,60,60,60,10,10,20,20,6
Elise,70,10,20,10,40,30,20,4
Quinn,60,20,50,10,10,30,60,4
Amumu,40,10,10,80,20,70,20,1
Taric,10,10,20,50,40,80,10,3
Jax,30,10,70,40,10,50,20,2
Kalista,20,20,40,10,10,40,70,7
Viktor,50,50,20,20,10,20,20,5
Lux,30,60,10,10,20,40,10,4
Taliyah,80,50,10,10,10,40,30,7
Garen,40,10,60,70,40,20,20,1
Ziggs,30,60,60,10,10,20,20,4
Vi,20,10,50,30,10,60,50,2
Shyvana,70,30,70,50,20,10,20,3
Lissandra,30,60,10,20,20,60,30,3
