Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Soraka,10,40,10,10,90,30,20,2
Vi,20,10,50,30,10,60,50,2
Udyr,10,10,60,60,30,50,55,1
Varus,40,50,70,10,10,30,10,5
Irelia,50,10,65,40,10,60,60,9
Draven,60,10,90,10,10,10,20,7
Nidalee,70,70,10,10,50,10,60,8
Veigar,70,30,10,10,10,30,10,2
Sylas,60,40,20,20,40,20,30,5
Fiora,20,10,50,20,30,20,40,3
Rek'Sai,30,20,50,20,40,20,50,3
Graves,50,20,70,10,10,20,30,5
Diana,70,20,50,20,10,10,50,3
Evelynn,90,10,10,10,30,20,40,3
Kayn,30,30,50,30,30,30,40,4
Aurelion Sol,40,30,60,20,10,60,30,9
Urgot,20,50,40,30,10,30,20,2
Elise,70,10,40,10,40,30,20,4
Tahm Kench,20,20,20,80,20,40,30,2
Tristana,60,10,70,10,10,30,30,2
Sona,30,70,10,10,60,40,30,2
Gragas,60,40,10,50,30,30,20,4
Annie,70,40,10,20,10,30,10,1
Sion,50,40,50,60,10,50,20,1
Senna,20,70,70,20,40,60,10,6
Trundle,10,10,60,60,40,40,40,2
Rammus,10,10,20,90,10,50,50,1
Fiddlesticks,30,50,10,10,50,60,20,1
Kalista,20,20,40,10,10,40,70,7
Rengar,80,10,50,10,30,40,40,6
Nasus,20,20,40,70,50,30,20,1
Hecarim,20,10,50,50,20,40,60,5
Jax,30,10,70,40,10,50,20,2
Zilean,50,70,10,10,10,60,30,3
Nami,20,50,20,10,60,50,20,5
Teemo,50,50,30,20,10,20,20,1
Sivir,20,40,70,10,10,20,30,5
Corki,40,50,60,10,10,20,40,5
Master Yi,10,10,80,10,40,10,70,1
Olaf,20,50,60,50,40,30,20,3
Janna,10,50,10,20,50,80,50,3
Orianna,60,60,10,20,10,30,20,3
Nocturne,40,20,50,20,10,30,30,1
Rumble,40,50,50,20,10,30,10,1
Vel'Koz,70,70,10,10,10,30,10,7
Kled,10,10,60,60,10,40,30,1
Viktor,50,50,20,20,10,20,20,5
Kha'Zix,80,20,20,10,20,10,40,2
Gnar,20,20,50,50,10,20,30,2
Azir,50,20,50,20,10,20,40,7
Heimerdinger,60,40,60,10,10,20,10,6
Shyvana,70,30,70,50,20,10,20,3
Kayle,10,40,30,10,40,50,10,5
Brand,50,70,10,10,10,20,10,1
Taliyah,80,50,10,10,10,40,30,7
Lux,30,60,10,10,20,40,10,4
Cassiopeia,50,40,80,20,30,50,10,8
Twisted Fate,10,50,20,10,10,50,10,6
Kennen,40,30,40,10,10,30,40,3
Taric,10,10,20,50,40,80,10,3
Zyra,60,60,10,10,10,50,10,2
Tryndamere,30,10,90,10,60,20,60,1
Anivia,40,60,10,20,10,50,10,2
Xerath,30,90,10,25,10,30,10,5
Kindred,50,10,60,10,30,20,50,6
Skarner,10,10,50,80,20,50,50,1
Malzahar,20,50,10,30,10,30,10,2
Shaco,60,20,50,10,10,30,30,4
Lissandra,30,60,10,20,20,60,30,3
Yorick,20,40,50,50,20,30,10,2
Ziggs,30,60,60,10,10,20,20,4
Illaoi,50,60,40,60,50,20,10,1
Xin Zhao,20,10,70,30,50,20,20,2
