Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Nami,20,50,20,10,60,50,20,5
Tahm Kench,20,20,20,80,20,40,30,2
Aurelion Sol,40,30,60,20,10,60,30,9
Vi,20,10,50,30,10,60,50,2
Gangplank,40,40,50,10,30,20,10,5
Graves,50,20,70,10,10,20,30,5
Malphite,60,40,10,70,10,50,20,1
Rek'Sai,30,20,50,20,40,20,50,3
Soraka,10,40,10,10,90,30,20,2
Kalista,20,20,40,10,10,40,70,7
Udyr,10,10,60,60,30,50,55,1
Evelynn,90,10,10,10,30,20,40,3
Cassiopeia,50,40,80,20,30,50,10,8
Rammus,10,10,20,90,10,50,50,1
Sylas,60,40,20,20,40,20,30,5
Elise,70,10,40,10,40,30,20,4
Veigar,70,30,10,10,10,30,10,2
Gragas,60,40,10,50,30,30,20,4
Hecarim,20,10,50,50,20,40,60,5
Tristana,60,10,70,10,10,30,30,2
Urgot,20,50,40,30,10,30,20,2
Sion,50,40,50,60,10,50,20,1
Sivir,20,40,70,10,10,20,30,5
Nasus,20,20,40,70,50,30,20,1
Rengar,80,10,50,10,30,40,40,6
Shyvana,70,30,70,50,20,10,20,3
Annie,70,40,10,20,10,30,10,1
Fiddlesticks,30,50,10,10,50,60,20,1
Trundle,10,10,60,60,40,40,40,2
Jax,30,10,70,40,10,50,20,2
Vel'Koz,70,70,10,10,10,30,10,7
Corki,40,50,60,10,10,20,40,5
Olaf,20,50,60,50,40,30,20,3
Master Yi,10,10,80,10,40,10,70,1
Nocturne,40,20,50,20,10,30,30,1
Gnar,20,20,50,50,10,20,30,2
Brand,50,70,10,10,10,20,10,1
Rumble,40,50,50,20,10,30,10,1
Teemo,50,50,30,20,10,20,20,1
Heimerdinger,60,40,60,10,10,20,10,6
Zilean,50,70,10,10,10,60,30,3
Kled,10,10,60,60,10,40,30,1
Kha'Zix,80,20,20,10,20,10,40,2
Orianna,60,60,10,20,10,30,20,3
Tryndamere,30,10,90,10,60,20,60,1
Ziggs,30,60,60,10,10,20,20,4
Lux,30,60,10,10,20,40,10,4
Viktor,50,50,20,20,10,20,20,5
Yorick,20,40,50,50,20,30,10,2
Kindred,50,10,60,10,30,20,50,6
Zyra,60,60,10,10,10,50,10,2
Illaoi,50,60,40,60,50,20,10,1
Taliyah,80,50,10,10,10,40,30,7
Azir,50,20,50,20,10,20,40,7
Xerath,30,90,10,25,10,30,10,5
Taric,10,10,20,50,40,80,10,3
Anivia,40,60,10,20,10,50,10,2
Shaco,60,20,50,10,10,30,30,4
Malzahar,20,50,10,30,10,30,10,2
Kennen,40,30,40,10,10,30,40,3
Twisted Fate,10,50,20,10,10,50,10,6
Skarner,10,10,50,80,20,50,50,1
Kayle,10,40,30,10,40,50,10,5
Lissandra,30,60,10,20,20,60,30,3
Xin Zhao,20,10,70,30,50,20,20,2
