Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Lucian,60,20,80,10,10,10,50,6
Nidalee,70,70,10,10,50,10,60,8
Gangplank,40,40,50,10,30,20,10,5
Tristana,60,10,70,10,10,30,30,2
Sivir,20,40,70,10,10,20,30,5
Twisted Fate,10,50,20,10,10,50,10,6
Viktor,50,50,20,20,10,20,20,5
Taliyah,80,50,10,10,10,40,30,7
Nami,20,50,20,10,60,50,20,5
Xin Zhao,20,10,70,30,50,20,20,2
Fiddlesticks,30,50,10,10,50,60,20,1
Karthus,60,80,10,30,10,20,10,1
Fizz,70,10,20,10,10,20,80,4
Corki,40,50,60,10,10,20,40,5
Shaco,60,20,50,10,10,30,30,4
Trundle,10,10,60,60,40,40,40,2
Quinn,60,20,50,10,10,30,60,4
Aurelion Sol,40,30,60,20,10,60,30,9
Brand,50,70,10,10,10,20,10,1
Lissandra,30,60,10,20,20,60,30,3
Illaoi,50,60,40,60,50,20,10,1
Warwick,10,10,40,50,70,50,50,1
Zyra,60,60,10,10,10,50,10,2
Vel'Koz,70,70,10,10,10,30,10,7
Renekton,50,10,40,50,40,30,30,2
Kayle,10,40,30,10,40,50,10,5
Sona,30,70,10,10,60,40,30,2
Vi,20,10,50,30,10,60,50,2
Ziggs,30,60,60,10,10,20,20,4
Urgot,20,50,50,50,10,30,20,2
Yorick,20,40,50,50,20,30,10,2
Gragas,60,40,10,50,30,30,20,4
Malzahar,20,50,10,30,10,30,10,2
Jayce,60,60,60,10,10,20,20,6
Lux,30,60,10,10,20,40,10,4
Garen,40,10,60,70,40,20,20,1
Swain,40,50,50,30,60,30,20,3
Heimerdinger,60,40,60,10,10,20,10,6
Shyvana,70,30,70,50,20,10,20,3
Rumble,40,50,50,20,10,30,10,1
Kalista,20,20,40,10,10,40,70,7
Rammus,10,10,20,90,10,50,50,1
Diana,70,20,50,20,10,10,50,3
