Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Ryze,70,50,70,30,20,60,30,8
Zed,50,30,50,10,10,10,50,6
Nunu,50,10,10,70,70,50,40,1
Master Yi,10,10,80,10,40,10,70,1
Wukong,60,10,50,20,10,30,30,2
Sion,50,40,50,60,10,50,20,1
Brand,50,70,10,10,10,20,10,1
Kassadin,70,30,10,30,10,20,60,3
Trundle,10,10,60,60,40,40,40,2
Jinx,30,30,80,10,10,20,20,3
Twitch,50,10,70,10,10,20,20,5
Zilean,50,70,10,10,10,60,30,3
Elise,70,10,40,10,40,30,20,4
Evelynn,90,10,10,10,30,20,40,3
Orianna,60,60,10,20,10,30,20,3
Rammus,10,10,20,90,10,50,50,1
Fiora,20,10,50,20,30,20,40,3
Janna,10,50,10,20,50,90,50,3
Ivern,10,20,20,20,10,80,20,3
Varus,40,50,70,10,10,30,10,5
Syndra,70,60,10,10,10,20,10,2
Anivia,40,60,10,20,10,50,10,2
Kha'Zix,80,20,20,10,20,10,40,2
Caitlyn,40,50,90,10,10,30,20,5
Vladimir,40,20,10,20,80,20,20,1
Ezreal,40,60,70,10,10,10,70,5
Akali,80,20,50,10,20,10,70,8
Sylas,60,40,20,20,40,20,30,5
Miss Fortune,50,80,40,10,10,20,20,3
Renekton,50,10,40,50,40,30,30,2
Nocturne,40,20,50,20,10,30,30,1
Rek'Sai,30,20,50,20,40,20,50,3
Kog'Maw,40,20,90,10,10,20,10,6
Veigar,70,30,10,10,10,30,10,2
Talon,80,20,30,10,10,10,80,4
Olaf,20,50,60,50,40,30,20,3
Taric,10,10,20,50,40,80,10,3
Vayne,50,10,70,10,10,20,50,6
Leona,10,10,20,80,20,90,20,1
Aurelion Sol,40,30,60,20,10,60,30,9
Amumu,40,10,10,80,20,70,20,1
Mordekaiser,30,30,30,50,50,40,10,2
Cassiopeia,50,40,80,20,30,50,10,8
Qiyana,60,20,40,10,10,70,60,6
Gangplank,40,40,50,10,30,20,10,5
Nasus,20,20,40,70,50,30,20,1
Aatrox,30,20,50,20,50,40,30,3
Shaco,60,20,50,10,10,30,30,4
Fizz,70,10,20,10,10,20,80,4
Kai'Sa,70,20,70,10,10,10,40,5
Kalista,20,20,40,10,10,40,70,7
Lulu,10,40,10,20,30,70,20,3
Nami,20,50,20,10,60,50,20,5
Corki,40,50,60,10,10,20,40,5
Morgana,50,50,10,20,30,80,20,5
Soraka,10,40,10,10,90,30,20,2
Neeko,60,60,60,10,10,50,30,4
Twisted Fate,10,50,20,10,10,50,10,6
Swain,40,50,50,30,60,30,20,3
Azir,50,20,50,20,10,20,40,7
Katarina,70,40,20,10,20,10,70,5
Diana,70,20,50,20,10,10,50,3
Kennen,40,30,40,10,10,30,40,3
LeBlanc,60,60,10,10,10,20,70,4
Malzahar,20,50,10,30,10,30,10,2
Draven,60,10,90,10,10,10,20,7
Tristana,60,10,70,10,10,30,30,2
Zyra,60,60,10,10,10,50,10,2
Gnar,20,20,50,50,10,20,30,2
Lux,30,60,10,10,20,40,10,4
Jhin,60,40,50,10,10,30,10,6
Jax,30,10,70,40,10,50,20,2
Fiddlesticks,30,50,10,10,50,60,20,1
Lissandra,30,60,10,20,20,60,30,3
Viktor,50,50,20,20,10,20,20,5
Xin Zhao,20,10,70,30,50,20,20,2
Vel'Koz,70,70,10,10,10,30,10,7
Kled,10,10,60,60,10,40,30,1
Gragas,60,40,10,50,30,30,20,4
Lucian,60,20,80,10,10,10,50,6
Shyvana,70,30,70,50,20,10,20,3
Annie,70,40,10,20,10,30,10,1
Rengar,80,10,50,10,30,40,40,6
Kindred,50,10,60,10,30,20,50,6
Tahm Kench,20,20,20,80,20,40,30,2
Jayce,60,60,60,10,10,20,20,6
Heimerdinger,60,40,60,10,10,20,10,6
Taliyah,80,50,10,10,10,40,30,7
Sivir,20,40,70,10,10,20,30,5
Ziggs,30,60,60,10,10,20,20,4
Teemo,50,50,30,20,10,20,20,1
Yorick,20,40,50,50,20,30,10,2
Kayle,10,40,30,10,40,50,10,5
Vi,20,10,50,30,10,60,50,2
Rumble,40,50,50,20,10,30,10,1
