Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Aurelion Sol,40,30,60,20,10,60,30,9
Taric,10,10,20,50,40,80,10,3
Fiora,20,10,50,20,30,20,40,3
Sion,50,40,50,60,10,50,20,1
Alistar,20,20,10,90,30,60,40,1
Nasus,20,20,40,70,50,30,20,1
Anivia,40,60,10,20,10,50,10,2
Gangplank,40,40,50,10,30,20,10,5
Poppy,20,10,30,90,10,70,30,1
Talon,80,20,30,10,10,10,80,4
Kassadin,70,30,10,30,10,20,60,3
Tahm Kench,20,20,20,80,20,40,30,2
Sejuani,40,10,20,80,20,70,30,2
Zoe,80,30,10,10,10,20,20,6
Lucian,60,20,80,10,10,10,50,6
Malphite,60,60,10,70,10,50,20,1
Cassiopeia,50,40,80,20,30,50,10,8
Jinx,30,30,80,10,10,20,20,3
Azir,50,20,50,20,10,20,40,7
Olaf,20,50,60,50,40,30,20,3
Trundle,10,10,60,60,40,40,40,2
Gnar,20,20,50,50,10,20,30,2
Nami,20,50,20,10,60,50,20,5
Malzahar,20,50,10,30,10,30,10,2
LeBlanc,60,60,10,10,10,20,70,4
Jarvan IV,30,20,50,30,10,40,40,3
Jayce,60,60,60,10,10,20,20,6
Zed,50,30,50,10,10,10,50,6
Darius,30,10,60,40,50,20,10,2
Twitch,50,10,70,10,10,20,20,5
Gragas,60,40,10,50,30,30,20,4
Tristana,60,10,70,10,10,30,30,2
Kog'Maw,40,20,90,10,10,20,10,6
Ekko,70,20,20,20,40,30,40,2
Quinn,60,20,50,10,10,30,60,4
Urgot,20,50,50,50,10,30,20,2
Maokai,20,10,10,70,40,80,10,2
Vel'Koz,70,70,10,10,10,30,10,7
Illaoi,50,60,40,60,50,20,10,1
Yorick,20,40,50,50,20,30,10,2
Swain,40,50,50,30,60,30,20,3
Vladimir,40,20,10,20,80,20,20,1
Kayle,10,40,30,10,40,50,10,5
Amumu,40,10,10,80,20,70,20,1
Jhin,60,40,50,10,10,30,10,6
Heimerdinger,60,40,60,10,10,20,10,6
Lulu,10,40,10,20,30,70,20,3
Sivir,20,40,70,10,10,20,30,5
Ziggs,30,60,60,10,10,20,20,4
Katarina,70,40,20,10,20,10,70,5
Corki,40,50,60,10,10,20,40,5
Kindred,50,10,60,10,30,20,50,6
Teemo,50,50,30,20,10,20,20,1
Renekton,50,10,40,50,40,30,30,2
Shaco,60,20,50,10,10,30,30,4
Elise,70,10,20,10,40,30,20,4
Xin Zhao,20,10,70,30,50,20,20,2
Zyra,60,60,10,10,10,50,10,2
Kled,10,10,60,60,10,40,30,1
Soraka,10,40,10,10,90,30,20,2
Fizz,70,10,20,10,10,20,80,4
Cho'Gath,50,20,20,60,40,40,10,2
Qiyana,60,20,40,10,10,70,60,6
Annie,70,40,10,20,10,30,10,1
Morgana,50,50,10,20,30,80,20,5
Twisted Fate,10,50,20,10,10,50,10,6
Neeko,60,60,60,10,10,50,30,4
Rumble,40,50,50,20,10,30,10,1
Taliyah,80,50,10,10,10,40,30,7
Jax,30,10,70,40,10,50,20,2
Rammus,10,10,20,90,10,50,50,1
Vi,20,10,50,30,10,60,50,2
Viktor,50,50,20,20,10,20,20,5
Diana,70,20,50,20,10,10,50,3
Lissandra,30,60,10,20,20,60,30,3
Lux,30,60,10,10,20,40,10,4
Brand,50,70,10,10,10,20,10,1
Shyvana,70,30,70,50,20,10,20,3
Rengar,80,10,50,10,30,40,40,6
Kalista,20,20,40,10,10,40,70,7
Garen,40,10,60,70,40,20,20,1
