Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Mordekaiser,30,30,30,50,50,40,10,2
Nidalee,70,70,10,10,50,10,60,8
Nasus,20,20,40,70,50,30,20,1
Poppy,20,10,30,90,10,70,30,1
Anivia,40,60,10,20,10,50,10,2
Fiora,20,10,50,20,30,20,40,3
Veigar,70,30,10,10,10,30,10,2
Zilean,50,70,10,10,10,60,30,3
Aurelion Sol,40,30,60,20,10,60,30,9
Evelynn,90,10,10,10,30,20,40,3
Jinx,30,30,80,10,10,20,20,3
Sion,50,40,50,60,10,50,20,1
Nami,20,50,20,10,60,50,20,5
Lucian,60,20,80,10,10,10,50,6
Brand,50,70,10,10,10,20,10,1
Zoe,80,30,10,10,10,20,20,6
Gangplank,40,40,50,10,30,20,10,5
Kassadin,70,30,10,30,10,20,60,3
Malzahar,20,50,10,30,10,30,10,2
Cassiopeia,50,40,80,20,30,50,10,8
Azir,50,20,50,20,10,20,40,7
Olaf,20,50,60,50,40,30,20,3
Trundle,10,10,60,60,40,40,40,2
Jarvan IV,30,20,50,30,10,40,40,3
Gnar,20,20,50,50,10,20,30,2
Darius,30,10,60,40,50,20,10,2
Tristana,60,10,70,10,10,30,30,2
Maokai,20,10,10,70,40,80,10,2
Talon,80,20,30,10,10,10,80,4
Zed,50,30,50,10,10,10,50,6
Kog'Maw,40,20,90,10,10,20,10,6
Ekko,70,20,20,20,40,30,40,2
Twitch,50,10,70,10,10,20,20,5
Jayce,60,60,60,10,10,20,20,6
LeBlanc,60,60,10,10,10,20,70,4
Kindred,50,10,60,10,30,20,50,6
Yorick,20,40,50,50,20,30,10,2
Tahm Kench,20,20,20,80,20,40,30,2
Urgot,20,50,50,50,10,30,20,2
Shaco,60,20,50,10,10,30,30,4
Gragas,60,40,10,50,30,30,20,4
Jhin,60,40,50,10,10,30,10,6
Swain,40,50,50,30,60,30,20,3
Teemo,50,50,30,20,10,20,20,1
Katarina,70,40,20,10,20,10,70,5
Vel'Koz,70,70,10,10,10,30,10,7
Vladimir,40,20,10,20,80,20,20,1
Kayle,10,40,30,10,40,50,10,5
Quinn,60,20,50,10,10,30,60,4
Rammus,10,10,20,90,10,50,50,1
Elise,70,10,20,10,40,30,20,4
Lulu,10,40,10,20,30,70,20,3
Sivir,20,40,70,10,10,20,30,5
Twisted Fate,10,50,20,10,10,50,10,6
Heimerdinger,60,40,60,10,10,20,10,6
Amumu,40,10,10,80,20,70,20,1
Cho'Gath,50,20,20,60,40,40,10,2
Annie,70,40,10,20,10,30,10,1
Zyra,60,60,10,10,10,50,10,2
Renekton,50,10,40,50,40,30,30,2
Rumble,40,50,50,20,10,30,10,1
Ziggs,30,60,60,10,10,20,20,4
Kled,10,10,60,60,10,40,30,1
Fizz,70,10,20,10,10,20,80,4
Xin Zhao,20,10,70,30,50,20,20,2
Neeko,60,60,60,10,10,50,30,4
Corki,40,50,60,10,10,20,40,5
Qiyana,60,20,40,10,10,70,60,6
Vi,20,10,50,30,10,60,50,2
Jax,30,10,70,40,10,50,20,2
Soraka,10,40,10,10,90,30,20,2
Morgana,50,50,10,20,30,80,20,5
Lux,30,60,10,10,20,40,10,4
Diana,70,20,50,20,10,10,50,3
Viktor,50,50,20,20,10,20,20,5
Taliyah,80,50,10,10,10,40,30,7
Lissandra,30,60,10,20,20,60,30,3
Kalista,20,20,40,10,10,40,70,7
Garen,40,10,60,70,40,20,20,1
Shyvana,70,30,70,50,20,10,20,3
Rengar,80,10,50,10,30,40,40,6
