Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Kassadin,70,30,10,30,10,20,60,3
Vel'Koz,70,70,10,10,10,30,10,7
Jayce,60,60,60,10,10,20,20,6
LeBlanc,60,60,10,10,10,20,70,4
Tristana,60,10,70,10,10,30,30,2
Lucian,60,20,80,10,10,10,50,6
Quinn,60,20,50,10,10,30,60,4
Soraka,10,40,10,10,90,30,20,2
Ekko,70,20,20,20,40,30,40,2
Taliyah,80,50,10,10,10,40,30,7
Ziggs,30,60,60,10,10,20,20,4
Yorick,20,40,50,50,20,30,10,2
Darius,30,10,60,40,50,20,10,2
Maokai,20,10,10,70,40,80,10,2
Taric,10,10,20,50,40,80,10,3
Kayle,10,40,30,10,40,50,10,5
Corki,40,50,60,10,10,20,40,5
Urgot,20,50,50,50,10,30,20,2
Kog'Maw,40,20,90,10,10,20,10,6
Lulu,10,40,10,20,30,70,20,3
Kindred,50,10,60,10,30,20,50,6
Twitch,50,10,70,10,10,20,20,5
Jhin,60,40,50,10,10,30,10,6
Gnar,20,20,50,50,10,20,30,2
Katarina,70,40,20,10,20,10,70,5
Galio,20,60,20,60,10,60,30,2
Neeko,60,60,60,10,10,50,30,4
Teemo,50,50,30,20,10,20,20,1
Vladimir,40,20,10,20,80,20,20,1
Shaco,60,20,50,10,10,30,30,4
Renekton,50,10,40,50,40,30,30,2
Elise,70,10,20,10,40,30,20,4
Sivir,20,40,70,10,10,20,30,5
Fizz,70,10,20,10,10,20,80,4
Jax,30,10,70,40,10,50,20,2
Qiyana,60,20,40,10,10,70,60,6
Kled,10,10,60,60,10,40,30,1
Nami,20,50,20,10,60,50,20,5
Morgana,50,50,10,20,30,80,20,5
Annie,70,40,10,20,10,30,10,1
Xin Zhao,20,10,70,30,50,20,20,2
Amumu,40,10,10,80,20,70,20,1
Viktor,50,50,20,20,10,20,20,5
Cho'Gath,50,20,20,60,40,40,10,2
Lux,30,60,10,10,20,40,10,4
Lissandra,30,60,10,20,20,60,30,3
Diana,70,20,50,20,10,10,50,3
Zyra,60,60,10,10,10,50,10,2
Vi,20,10,50,30,10,60,50,2
Swain,40,50,50,30,60,30,20,3
Twisted Fate,10,50,20,10,10,50,10,6
Rengar,80,10,50,10,30,40,40,6
Brand,50,70,10,10,10,20,10,1
Rammus,10,10,20,90,10,50,50,1
Shyvana,70,30,70,50,20,10,20,3
Malphite,60,60,10,70,10,50,20,1
Garen,40,10,60,70,40,20,20,1
Rumble,40,50,50,20,10,30,10,1
Kalista,20,20,40,10,10,40,70,7
