Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Neeko,60,60,60,10,10,50,30,4
Diana,70,20,50,20,10,10,50,3
Kled,10,10,60,60,10,40,30,1
Twisted Fate,10,50,20,10,10,50,10,6
Rengar,80,10,50,10,30,40,40,6
Soraka,10,40,10,10,90,30,20,2
Zyra,60,60,10,10,10,50,10,2
Brand,50,70,10,10,10,20,10,1
Garen,40,10,60,70,40,20,20,1
Malphite,60,60,10,70,10,50,20,1
Kalista,20,20,40,10,10,40,70,7
