Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Malphite,60,60,10,70,10,50,20,1
Jax,30,10,70,40,10,50,20,2
Maokai,20,10,10,70,40,80,10,2
Darius,30,10,60,40,50,20,10,2
Morgana,50,50,10,20,30,80,20,5
Sivir,20,40,70,10,10,20,30,5
Teemo,50,50,30,20,10,20,20,1
Heimerdinger,60,40,60,10,10,20,10,6
Renekton,50,10,40,50,40,30,30,2
Katarina,70,40,20,10,20,10,70,5
Twisted Fate,10,50,20,10,10,50,10,6
Swain,40,50,50,30,60,30,20,3
Kalista,20,20,40,10,10,40,70,7
Elise,70,10,20,10,40,30,20,4
Lissandra,30,60,10,20,20,60,30,3
Fizz,70,10,20,10,10,20,80,4
Kindred,50,10,60,10,30,20,50,6
Vel'Koz,70,70,10,10,10,30,10,7
Vladimir,40,20,10,20,80,20,20,1
Zyra,60,60,10,10,10,50,10,2
Taric,10,10,20,50,40,80,10,3
Xin Zhao,20,10,70,30,50,20,20,2
LeBlanc,60,60,10,10,10,20,70,4
Corki,40,50,60,10,10,20,40,5
Kled,10,10,60,60,10,40,30,1
Shyvana,70,30,70,50,20,10,20,3
Rammus,10,10,20,90,10,50,50,1
Viktor,50,50,20,20,10,20,20,5
Annie,70,40,10,20,10,30,10,1
Illaoi,50,60,40,60,50,20,10,1
Brand,50,70,10,10,10,20,10,1
Lulu,10,40,10,20,30,70,20,3
Rengar,80,10,50,10,30,40,40,6
Garen,40,10,60,70,40,20,20,1
Rumble,40,50,50,20,10,30,10,1
Vi,20,10,50,30,10,60,50,2
Taliyah,80,50,10,10,10,40,30,7
Lux,30,60,10,10,20,40,10,4
Ziggs,30,60,60,10,10,20,20,4
Diana,70,20,50,20,10,10,50,3
Soraka,10,40,10,10,90,30,20,2
