Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Tahm Kench,20,20,20,80,20,40,30,20
Gragas,60,40,10,50,30,30,20,40
Dr. Mundo,30,40,40,70,60,20,10,10
Sona,30,70,10,10,60,40,30,20
Veigar,70,30,10,10,10,30,10,20
Tristana,60,10,70,10,10,30,30,20
Orianna,60,60,10,20,10,30,20,30
Jax,30,10,70,40,10,50,20,20
Elise,70,10,40,10,40,30,20,40
Teemo,50,50,30,20,10,20,20,10
Trundle,10,10,60,60,40,40,40,20
Gnar,20,20,50,50,10,20,30,20
Nasus,20,20,40,70,50,30,20,10
Kayn,30,30,50,30,30,30,40,40
Viktor,50,50,20,20,10,20,20,50
Fiddlesticks,30,50,10,10,50,60,20,10
Hecarim,20,10,50,50,20,40,60,50
Ziggs,30,60,60,10,10,20,20,40
Nocturne,40,20,50,20,10,30,30,10
Olaf,20,50,60,50,40,30,20,30
Kha'Zix,80,20,20,10,20,10,40,20
Shyvana,70,30,70,50,20,10,20,30
Rumble,40,50,50,20,10,30,10,10
Master Yi,10,10,80,10,40,10,70,10
Vel'Koz,70,70,10,10,10,30,10,70
Anivia,40,60,10,20,10,50,10,20
Annie,70,40,10,20,10,30,10,10
Tryndamere,30,10,90,10,60,20,60,10
Corki,40,50,60,10,10,20,40,50
Taric,10,10,20,50,40,80,10,30
Taliyah,80,50,10,10,10,40,30,70
Lissandra,30,60,10,20,20,60,30,30
Skarner,10,10,50,80,20,50,50,10
Brand,50,70,10,10,10,20,10,10
Lux,30,60,10,10,20,40,10,40
Kayle,10,40,30,10,40,50,10,50
Zyra,60,60,10,10,10,50,10,20
Xerath,30,90,10,25,10,30,10,50
Yorick,20,40,50,50,20,30,10,20
Shaco,60,20,50,10,10,30,30,40
Twisted Fate,10,50,20,10,10,50,10,60
Malzahar,20,50,10,30,10,30,10,20
Kindred,50,10,60,10,30,20,50,60
Illaoi,50,60,40,60,50,20,10,10
Xin Zhao,20,10,70,30,50,20,20,20
