Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Tristana,60,10,70,10,10,30,30,20
Gragas,60,40,10,50,30,30,20,40
Veigar,70,30,10,10,10,30,10,20
Elise,70,10,40,10,40,30,20,40
Rek'Sai,30,20,50,20,40,20,50,30
Jax,30,10,70,40,10,50,20,20
Kayn,30,30,50,30,30,30,40,40
Graves,50,20,70,10,10,20,30,50
Nasus,20,20,40,70,50,30,20,10
Orianna,60,60,10,20,10,30,20,30
Trundle,10,10,60,60,40,40,40,20
Heimerdinger,60,40,60,10,10,20,10,60
Fiddlesticks,30,50,10,10,50,60,20,10
Teemo,50,50,30,20,10,20,20,10
Hecarim,20,10,50,50,20,40,60,50
Nocturne,40,20,50,20,10,30,30,10
Olaf,20,50,60,50,40,30,20,30
Ziggs,30,60,60,10,10,20,20,40
Viktor,50,50,20,20,10,20,20,50
Master Yi,10,10,80,10,40,10,70,10
Gnar,20,20,50,50,10,20,30,20
Kha'Zix,80,20,20,10,20,10,40,20
Shyvana,70,30,70,50,20,10,20,30
Annie,70,40,10,20,10,30,10,10
Rumble,40,50,50,20,10,30,10,10
Tryndamere,30,10,90,10,60,20,60,10
Anivia,40,60,10,20,10,50,10,20
Taliyah,80,50,10,10,10,40,30,70
Corki,40,50,60,10,10,20,40,50
Vel'Koz,70,70,10,10,10,30,10,70
Taric,10,10,20,50,40,80,10,30
Brand,50,70,10,10,10,20,10,10
Skarner,10,10,50,80,20,50,50,10
Twisted Fate,10,50,20,10,10,50,10,60
Zyra,60,60,10,10,10,50,10,20
Shaco,60,20,50,10,10,30,30,40
Kayle,10,40,30,10,40,50,10,50
Xerath,30,90,10,25,10,30,10,50
Lux,30,60,10,10,20,40,10,40
Malzahar,20,50,10,30,10,30,10,20
Lissandra,30,60,10,20,20,60,30,30
Yorick,20,40,50,50,20,30,10,20
Kindred,50,10,60,10,30,20,50,60
Illaoi,50,60,40,60,50,20,10,10
Xin Zhao,20,10,70,30,50,20,20,20
