Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Varus,40,50,70,10,10,30,10,5
Udyr,10,10,60,60,30,50,55,1
Morgana,50,50,10,20,30,80,20,5
Vi,20,10,50,30,10,60,50,2
Irelia,50,10,65,40,10,60,60,9
Draven,60,10,90,10,10,10,20,7
Graves,50,20,70,10,10,20,30,5
Rek'Sai,30,20,50,20,40,20,50,3
Veigar,70,30,10,10,10,30,10,2
Sylas,60,40,20,20,40,20,30,5
Nidalee,70,70,10,10,50,10,60,8
Evelynn,90,10,10,10,30,20,40,3
Aurelion Sol,40,30,60,20,10,60,30,9
Diana,70,20,50,20,10,10,50,3
Urgot,20,50,40,30,10,30,20,2
Kayn,30,30,50,30,30,30,40,4
Elise,70,10,40,10,40,30,20,4
Fiora,20,10,50,20,30,20,40,3
Trundle,10,10,60,60,40,40,40,2
Tahm Kench,20,20,20,80,20,40,30,2
Tristana,60,10,70,10,10,30,30,2
Sona,30,70,10,10,60,40,30,2
Annie,70,40,10,20,10,30,10,1
Gragas,60,40,10,50,30,30,20,4
Sion,50,40,50,60,10,50,20,1
Senna,20,70,70,20,40,60,10,6
Rammus,10,10,20,90,10,50,50,1
Fiddlesticks,30,50,10,10,50,60,20,1
Nasus,20,20,40,70,50,30,20,1
Rengar,80,10,50,10,30,40,40,6
Kalista,20,20,40,10,10,40,70,7
Hecarim,20,10,50,50,20,40,60,5
Jax,30,10,70,40,10,50,20,2
Zilean,50,70,10,10,10,60,30,3
Nami,20,50,20,10,60,50,20,5
Master Yi,10,10,80,10,40,10,70,1
Teemo,50,50,30,20,10,20,20,1
Sivir,20,40,70,10,10,20,30,5
Nocturne,40,20,50,20,10,30,30,1
Orianna,60,60,10,20,10,30,20,3
Corki,40,50,60,10,10,20,40,5
Janna,10,50,10,20,50,80,50,3
Viktor,50,50,20,20,10,20,20,5
Olaf,20,50,60,50,40,30,20,3
Kha'Zix,80,20,20,10,20,10,40,2
Azir,50,20,50,20,10,20,40,7
Gnar,20,20,50,50,10,20,30,2
Vel'Koz,70,70,10,10,10,30,10,7
Kled,10,10,60,60,10,40,30,1
Heimerdinger,60,40,60,10,10,20,10,6
Rumble,40,50,50,20,10,30,10,1
Shyvana,70,30,70,50,20,10,20,3
Kayle,10,40,30,10,40,50,10,5
Cassiopeia,50,40,80,20,30,50,10,8
Kennen,40,30,40,10,10,30,40,3
Taliyah,80,50,10,10,10,40,30,7
Lux,30,60,10,10,20,40,10,4
Brand,50,70,10,10,10,20,10,1
Twisted Fate,10,50,20,10,10,50,10,6
Tryndamere,30,10,90,10,60,20,60,1
Zyra,60,60,10,10,10,50,10,2
Xerath,30,90,10,25,10,30,10,5
Taric,10,10,20,50,40,80,10,3
Anivia,40,60,10,20,10,50,10,2
Skarner,10,10,50,80,20,50,50,1
Kindred,50,10,60,10,30,20,50,6
Malzahar,20,50,10,30,10,30,10,2
Yorick,20,40,50,50,20,30,10,2
Shaco,60,20,50,10,10,30,30,4
Lissandra,30,60,10,20,20,60,30,3
Ziggs,30,60,60,10,10,20,20,4
Illaoi,50,60,40,60,50,20,10,1
Xin Zhao,20,10,70,30,50,20,20,2
