Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Pantheon,50,40,50,60,10,30,30,4
Nasus,20,20,40,70,50,30,20,1
Fiddlesticks,30,50,10,10,50,60,20,1
Akali,80,20,50,10,20,10,70,8
Nocturne,40,20,50,20,10,30,30,1
Trundle,10,10,60,60,40,40,40,2
Malzahar,20,50,10,30,10,30,10,2
Aatrox,30,20,50,20,50,40,30,3
Sylas,60,40,20,20,40,20,30,5
Kai'Sa,70,20,70,10,10,10,40,5
Kha'Zix,80,20,20,10,20,10,40,2
Mordekaiser,30,30,30,50,50,40,10,2
Lucian,60,20,80,10,10,10,50,6
Wukong,60,10,50,20,10,30,30,2
Ekko,70,20,20,20,40,30,40,2
Kassadin,70,30,10,30,10,20,60,3
Syndra,70,60,10,10,10,20,10,2
Tristana,60,10,70,10,10,30,30,2
Kennen,40,30,40,10,10,30,40,3
Amumu,40,10,10,80,20,70,20,1
Olaf,20,50,60,50,40,30,20,3
Maokai,20,10,10,70,40,80,10,2
Gnar,20,20,50,50,10,20,30,2
Zed,50,30,50,10,10,10,50,6
Neeko,60,60,60,10,10,50,30,4
Soraka,10,40,10,10,90,30,20,2
Jarvan IV,30,20,50,30,10,40,40,3
Gangplank,40,40,50,10,30,20,10,5
Jhin,60,40,50,10,10,30,10,6
Darius,30,10,60,40,50,20,10,2
Rumble,40,50,50,20,10,30,10,1
Teemo,50,50,30,20,10,20,20,1
Anivia,40,60,10,20,10,50,10,2
Nami,20,50,20,10,60,50,20,5
Annie,70,40,10,20,10,30,10,1
LeBlanc,60,60,10,10,10,20,70,4
Rengar,80,10,50,10,30,40,40,6
Twitch,50,10,70,10,10,20,20,5
Lulu,10,40,10,20,30,70,20,3
Rammus,10,10,20,90,10,50,50,1
Katarina,70,40,20,10,20,10,70,5
Kalista,20,20,40,10,10,40,70,7
Renekton,50,10,40,50,40,30,30,2
Cassiopeia,50,40,80,20,30,50,10,8
Twisted Fate,10,50,20,10,10,50,10,6
Viktor,50,50,20,20,10,20,20,5
Aurelion Sol,40,30,60,20,10,60,30,9
Kindred,50,10,60,10,30,20,50,6
Zyra,60,60,10,10,10,50,10,2
Shaco,60,20,50,10,10,30,30,4
Kled,10,10,60,60,10,40,30,1
Vladimir,40,20,10,20,80,20,20,1
Talon,80,20,30,10,10,10,80,4
Vel'Koz,70,70,10,10,10,30,10,7
Kog'Maw,40,20,90,10,10,20,10,6
Sivir,20,40,70,10,10,20,30,5
Quinn,60,20,50,10,10,30,60,4
Jax,30,10,70,40,10,50,20,2
Garen,40,10,60,70,40,20,20,1
Lux,30,60,10,10,20,40,10,4
Vi,20,10,50,30,10,60,50,2
Swain,40,50,50,30,60,30,20,3
Heimerdinger,60,40,60,10,10,20,10,6
Morgana,50,50,10,20,30,80,20,5
Jayce,60,60,60,10,10,20,20,6
Elise,70,10,20,10,40,30,20,4
Qiyana,60,20,40,10,10,70,60,6
Ziggs,30,60,60,10,10,20,20,4
Kayle,10,40,30,10,40,50,10,5
Diana,70,20,50,20,10,10,50,3
Fizz,70,10,20,10,10,20,80,4
Xin Zhao,20,10,70,30,50,20,20,2
Tahm Kench,20,20,20,80,20,40,30,2
Cho'Gath,50,20,20,60,40,40,10,2
Gragas,60,40,10,50,30,30,20,4
Yorick,20,40,50,50,20,30,10,2
Lissandra,30,60,10,20,20,60,30,3
Corki,40,50,60,10,10,20,40,5
Shyvana,70,30,70,50,20,10,20,3
Taliyah,80,50,10,10,10,40,30,7
